titre;categorie;lieux_extraits;date;url
Démantèlement d’un réseau de trafic de drogue opérant dans le Grand-Tunis (Vidéo);1;Ksar Said, cannabis|drogue|Ecstasy|Grand-Tunis|marijuana|réseau|trafic|Tunisie, Grand-Tunis, Vidéo;19/11/2024;https://kapitalis.com/tunisie/2024/11/19/demantelement-dun-reseau-de-trafic-de-drogue-operant-dans-le-grand-tunis-video/
Drame à Nabeul : Un propriétaire tué par son locataire suite à un différend sur le loyer;2;Nabeul, gouvernorat de;19/11/2024;https://kapitalis.com/tunisie/2024/11/19/drame-a-nabeul-un-proprietaire-tue-par-son-locataire-suite-a-un-differend-sur-le-loyer/
Cocaïne, héroïne et stupéfiants à la Manouba : Un réseau de trafic démantelé;1;Khaled, Manouba;15/11/2024;https://kapitalis.com/tunisie/2024/11/15/cocaine-heroine-et-stupefiants-a-la-manouba-un-reseau-de-trafic-demantele/
Trafic de drogue à Djerba : Un étranger et son complice tunisien placés en détention;1;Ajim, Djerba, Tunisien, aéroport international de Djerba-Zarzis;14/11/2024;https://kapitalis.com/tunisie/2024/11/14/trafic-de-drogue-a-djerba-un-etranger-et-son-complice-tunisien-places-en-detention/
La Marsa : Arrestation du chauffeur de taxi qui a agressé deux élèves;4;Tunis, Marsa, Cité Erriadh de La Marsa;13/11/2024;https://kapitalis.com/tunisie/2024/11/13/la-marsa-arrestation-du-chauffeur-de-taxi-qui-a-agresse-deux-eleves/
Tunisie : 30 ans de prison pour une dispute de la circulation;2;Tunis, Tunisie;04/11/2024;https://kapitalis.com/tunisie/2024/11/04/tunisie-30-ans-de-prison-pour-une-dispute-de-la-circulation/
Tunisie : 700 personnes recherchées arrêtées en 40 jours;1;Mamacha|psychotropes|stupéfiants|trafiquants|Tunisie, Grand Tunis, Tunisie, àMosaïque FM;25/10/2024;https://kapitalis.com/tunisie/2024/10/25/tunisie-700-personnes-recherchees-arretees-en-40-jours/
Six kilos de cocaïne, 426 plaquettes de cannabis et des armes saisis à Menzel Kamel;1;gouvernorat de Monastir;20/10/2024;https://kapitalis.com/tunisie/2024/10/20/six-kilos-de-cocaine-426-plaquettes-de-cannabis-et-des-armes-saisis-a-menzel-kamel/
Trafic de drogue : Démantèlement d’un réseau opérant entre la Tunisie et l’Europe (DGSN);1;Tunis, Tunisie, Europe;15/10/2024;https://kapitalis.com/tunisie/2024/10/15/trafic-de-drogue-demantelement-dun-reseau-operant-entre-la-tunisie-et-leurope-dgsn/
Chaambi : Saisie de 160 plaquettes de cannabis, un réseau international démantelé (Vidéo);1;Chaambi, département de l’Intérieur;14/10/2024;https://kapitalis.com/tunisie/2024/10/14/chaambi-saisie-de-160-plaquettes-de-cannabis-un-reseau-international-demantele-video/
Deal en famille à Radès: Deux frères arrêtés avec 1 kilo de cocaïne;1;Tunis, Radès, Arous|cocaïne|dealers|drogue|Radès|Tunis|Tunisie;11/10/2024;https://kapitalis.com/tunisie/2024/10/11/deal-en-famille-a-rades-deux-frere-arretes-avec-1-kilo-de-cocaine/
Braquage à l’arme blanche dans un garage automobile : Les suspects arrêtés;3;Sidi Hassine;10/10/2024;https://kapitalis.com/tunisie/2024/10/10/braquage-a-larme-blanche-dans-un-garage-automobile-les-suspects-arretes/
El-Menzah 6 : Un commerçant revendait de la cocaïne dans son épicerie;1;Tunis, Ariana, El-Menzah, Ariana|cocaïne|El-Menzah;10/10/2024;https://kapitalis.com/tunisie/2024/10/10/el-menzah-6-un-commercant-revendait-de-la-cocaine-dans-son-epicerie/
Kef : le meurtrier arrêté alors qu’il cherchait à fuir vers l’Algérie;2;Kef-Ouest, Algérie Algérie|Kef|meurtre|Tunisie, Kef, Algérie;10/10/2024;https://kapitalis.com/tunisie/2024/10/10/kef-le-meurtrier-arrete-alors-quil-cherchait-a-fuir-vers-lalgerie/
Moknine : la maîtresse de l’époux infidèle est  une trafiquante de drogue;1;Mahdia, Monastir, Moknine;09/10/2024;https://kapitalis.com/tunisie/2024/10/09/moknine-la-maitresse-de-lepoux-infidele-est-une-trafiquante-de-drogue/
L’auteur d’une série de cambriolages à Sousse arrêté et placé en détention;3;Sousse arrêté;09/10/2024;https://kapitalis.com/tunisie/2024/10/09/lauteur-dune-serie-de-cambriolages-a-sousse-arrete-et-place-en-detention/
Trafic de drogue à Moknine : Une femme arrêtée, 4 suspects recherchés;1;Moknine;07/10/2024;https://kapitalis.com/tunisie/2024/10/07/trafic-de-drogue-a-moknine-une-femme-arretee-4-suspects-recherches/
Trafic de drogue aux alentours d’un lycée : Deux dealers arrêtés à Tunis;1;Tunis, Tunis dealers|drogue|lycée|Sidi, Sidi Béchir;05/10/2024;https://kapitalis.com/tunisie/2024/10/05/trafic-de-drogue-aux-alentours-dun-lycee-deux-dealers-arretes-a-tunis/
Ariana : Mandats de dépôt contre les 4 dealers arrêtés à la Cité Ettadhamen;1;Ariana, Cité Ettadhamen;01/10/2024;https://kapitalis.com/tunisie/2024/10/01/ariana-mandats-de-depot-contre-les-4-dealers-arretes-a-la-cite-ettadhamen/
Trafic aux abords des établissements scolaires : Trois dealers arrêtés à Sousse;1;Tunisienne, Sousse, Sousse drogue|établissements;30/09/2024;https://kapitalis.com/tunisie/2024/09/30/trafic-aux-abords-des-etablissements-scolaires-trois-dealers-arretes-a-sousse/
Hold-up dans une agence bancaire à El-Ouardia : Mandat de dépôt contre le suspect;3;Tunis, El-Ouardia, Europe, Jebel Jeloud, La Cagna;26/09/2024;https://kapitalis.com/tunisie/2024/09/26/hold-up-dans-une-agence-bancaire-a-el-ouardia-mandat-de-depot-contre-le-suspect/
Car-jacking et agression à l’arme blanche : Un individu arrêté à Tunis;4;Tunis, Saïda El Manoubia, Cité Hilal;25/09/2024;https://kapitalis.com/tunisie/2024/09/25/car-jacking-et-agression-a-larme-blanche-un-individu-arrete-a-tunis/
Meurtre à Zaghouan : Le suspect arrêté et placé en détention;2;Zaghouan;25/09/2024;https://kapitalis.com/tunisie/2024/09/25/meurtre-a-zaghouan-le-suspect-arrete-et-place-en-detention/
